X,Y,SCF,SCFshift,G1 - r= 7,G2-0 R_cut = 7,G2-1 R_cut = 7,G2-2 R_cut = 7,G2-3 R_cut = 7,G3-0 R_cut = 7,G3-1 R_cut = 7,G3-2 R_cut = 7,G3-3 R_cut = 7,G1 - r= 8,G2-0 R_cut = 8,G2-1 R_cut = 8,G2-2 R_cut = 8,G2-3 R_cut = 8,G3-0 R_cut = 8,G3-1 R_cut = 8,G3-2 R_cut = 8,G3-3 R_cut = 8,G1 - r= 9,G2-0 R_cut = 9,G2-1 R_cut = 9,G2-2 R_cut = 9,G2-3 R_cut = 9,G3-0 R_cut = 9,G3-1 R_cut = 9,G3-2 R_cut = 9,G3-3 R_cut = 9,G1 - r= 10,G2-0 R_cut = 10,G2-1 R_cut = 10,G2-2 R_cut = 10,G2-3 R_cut = 10,G3-0 R_cut = 10,G3-1 R_cut = 10,G3-2 R_cut = 10,G3-3 R_cut = 10,G1 - r= 11,G2-0 R_cut = 11,G2-1 R_cut = 11,G2-2 R_cut = 11,G2-3 R_cut = 11,G3-0 R_cut = 11,G3-1 R_cut = 11,G3-2 R_cut = 11,G3-3 R_cut = 11,G1 - r= 12,G2-0 R_cut = 12,G2-1 R_cut = 12,G2-2 R_cut = 12,G2-3 R_cut = 12,G3-0 R_cut = 12,G3-1 R_cut = 12,G3-2 R_cut = 12,G3-3 R_cut = 12,G4-0  R_cut = 7,G4-1  R_cut = 7,G4-2  R_cut = 7,G4-3  R_cut = 7,G4-4  R_cut = 7,G4-5  R_cut = 7,G5-0  R_cut = 7,G5-1  R_cut = 7,G5-2  R_cut = 7,G5-3  R_cut = 7,G5-4  R_cut = 7,G5-5  R_cut = 7,G4-0  R_cut = 8,G4-1  R_cut = 8,G4-2  R_cut = 8,G4-3  R_cut = 8,G4-4  R_cut = 8,G4-5  R_cut = 8,G5-0  R_cut = 8,G5-1  R_cut = 8,G5-2  R_cut = 8,G5-3  R_cut = 8,G5-4  R_cut = 8,G5-5  R_cut = 8,G4-0  R_cut = 9,G4-1  R_cut = 9,G4-2  R_cut = 9,G4-3  R_cut = 9,G4-4  R_cut = 9,G4-5  R_cut = 9,G5-0  R_cut = 9,G5-1  R_cut = 9,G5-2  R_cut = 9,G5-3  R_cut = 9,G5-4  R_cut = 9,G5-5  R_cut = 9,G4-0  R_cut = 10,G4-1  R_cut = 10,G4-2  R_cut = 10,G4-3  R_cut = 10,G4-4  R_cut = 10,G4-5  R_cut = 10,G5-0  R_cut = 10,G5-1  R_cut = 10,G5-2  R_cut = 10,G5-3  R_cut = 10,G5-4  R_cut = 10,G5-5  R_cut = 10,G4-0  R_cut = 11,G4-1  R_cut = 11,G4-2  R_cut = 11,G4-3  R_cut = 11,G4-4  R_cut = 11,G4-5  R_cut = 11,G5-0  R_cut = 11,G5-1  R_cut = 11,G5-2  R_cut = 11,G5-3  R_cut = 11,G5-4  R_cut = 11,G5-5  R_cut = 11,G4-0  R_cut = 12,G4-1  R_cut = 12,G4-2  R_cut = 12,G4-3  R_cut = 12,G4-4  R_cut = 12,G4-5  R_cut = 12,G5-0  R_cut = 12,G5-1  R_cut = 12,G5-2  R_cut = 12,G5-3  R_cut = 12,G5-4  R_cut = 12,G5-5  R_cut = 12
0,0.0,0.0,-57879.77268075,0.3738678945956053,5.079981841520049,13.006275767164123,11.290371863519496,9.01490444262636,6.407652382907764,-1.3270543731427986,-2.266723632905409,-0.11106162137124448,0.4489965785270934,7.126421659332385,13.006275767164123,11.290371863519496,9.01490444262636,6.407652382907764,-2.6987473338026295,-1.9180644250082544,-0.07758887552504959,0.09272206590379672,9.284548177472331,13.006275767164123,11.290371863519496,9.01490444262636,6.407652382907764,-4.2612871962267285,-1.3540270384281636,-0.09691261910231463,-0.2826493234380347,11.519878573737625,13.006275767164123,11.290371863519496,9.01490444262636,6.407652382907764,-5.866146730679263,-0.8753028004386496,0.07304553486978724,-0.7093646487024196,13.754301186963563,13.006275767164123,11.290371863519496,9.01490444262636,6.407652382907764,-7.341904388628256,-0.60103107601207,0.28472726102955087,-1.0761801371635547,16.006310912860116,13.006275767164123,11.290371863519496,9.01490444262636,6.407652382907764,-8.564601211995608,-0.5415764326428336,0.3598605039373883,-1.4376195434778831,162.64105653915126,134.4570955103509,99.65591159848627,64.98079163584234,36.74883660699139,17.721529329087456,253.93956899327546,207.09797695475072,149.47569052997474,93.5813165143129,50.645626913166474,23.662277459141045,162.64105653915126,134.4570955103509,99.65591159848627,64.98079163584234,36.74883660699139,17.721529329087456,253.93956899327546,207.09797695475072,149.47569052997474,93.5813165143129,50.645626913166474,23.662277459141045,162.64105653915126,134.4570955103509,99.65591159848627,64.98079163584234,36.74883660699139,17.721529329087456,253.93956899327546,207.09797695475072,149.47569052997474,93.5813165143129,50.645626913166474,23.662277459141045,162.64105653915126,134.4570955103509,99.65591159848627,64.98079163584234,36.74883660699139,17.721529329087456,253.93956899327546,207.09797695475072,149.47569052997474,93.5813165143129,50.645626913166474,23.662277459141045,162.64105653915126,134.4570955103509,99.65591159848627,64.98079163584234,36.74883660699139,17.721529329087456,253.93956899327546,207.09797695475072,149.47569052997474,93.5813165143129,50.645626913166474,23.662277459141045,162.64105653915126,134.4570955103509,99.65591159848627,64.98079163584234,36.74883660699139,17.721529329087456,253.93956899327546,207.09797695475072,149.47569052997474,93.5813165143129,50.645626913166474,23.662277459141045
1,0.8720444444444444,0.0,-57880.16046282,-0.013914175404352136,5.275496184662819,13.290598692470935,11.563360228325609,9.264485507371392,6.612994067423205,-1.419439716301954,-2.4731560228790412,0.7947287252499632,0.03075215864843714,7.386476558284778,13.290598692470935,11.563360228325609,9.264485507371392,6.612994067423205,-2.810024135491787,-2.2130699920724695,0.9180137666265301,-0.06836428133762448,9.568905141708441,13.290598692470935,11.563360228325609,9.264485507371392,6.612994067423205,-4.371192823639684,-1.7013483978337307,0.8993527811705725,-0.12984604166954844,11.81295326814522,13.290598692470935,11.563360228325609,9.264485507371392,6.612994067423205,-5.964031038460672,-1.2640224032050336,1.0371240113309126,-0.24580714417448887,14.050060630491927,13.290598692470935,11.563360228325609,9.264485507371392,6.612994067423205,-7.425002185895478,-1.0224004162516347,1.2135338050892261,-0.33640249593304783,16.301463694242713,13.290598692470935,11.563360228325609,9.264485507371392,6.612994067423205,-8.635260052763106,-0.9971350860861816,1.2467163357371072,-0.45367294971374744,168.955603199311,139.41554916772364,103.16478493141294,67.1990493101293,38.06386172180579,18.613735551325288,264.04904749748783,214.91487773667902,154.9106245210038,96.99574081848014,52.74451353070767,25.169141448583662,168.955603199311,139.41554916772364,103.16478493141294,67.1990493101293,38.06386172180579,18.613735551325288,264.04904749748783,214.91487773667902,154.9106245210038,96.99574081848014,52.74451353070767,25.169141448583662,168.955603199311,139.41554916772364,103.16478493141294,67.1990493101293,38.06386172180579,18.613735551325288,264.04904749748783,214.91487773667902,154.9106245210038,96.99574081848014,52.74451353070767,25.169141448583662,168.955603199311,139.41554916772364,103.16478493141294,67.1990493101293,38.06386172180579,18.613735551325288,264.04904749748783,214.91487773667902,154.9106245210038,96.99574081848014,52.74451353070767,25.169141448583662,168.955603199311,139.41554916772364,103.16478493141294,67.1990493101293,38.06386172180579,18.613735551325288,264.04904749748783,214.91487773667902,154.9106245210038,96.99574081848014,52.74451353070767,25.169141448583662,168.955603199311,139.41554916772364,103.16478493141294,67.1990493101293,38.06386172180579,18.613735551325288,264.04904749748783,214.91487773667902,154.9106245210038,96.99574081848014,52.74451353070767,25.169141448583662
2,1.7440888888888888,0.0,-57880.22032238,-0.07377373540657572,5.154413469899378,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-1.3467175643799707,-2.5153401431726468,1.4112895478502825,0.046431201206508343,7.247118175012103,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-2.7309562074006664,-2.247271840628129,1.431147343519634,0.3984983412310949,9.412835545715826,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-4.291464702840016,-1.7030273110532925,1.27178741085811,0.7766341752893668,11.640933152966038,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-5.881317842811956,-1.2271674210910235,1.2520940940039473,1.0616240357646276,13.876825099408245,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-7.340977638976415,-0.9620639636809509,1.290492452087017,1.3328973501136205,16.128076092638086,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-8.554964223255823,-0.9231831936105106,1.2095840055051261,1.540730282259402,165.98638801746057,137.6591508596423,102.49467489453097,67.17487679555028,38.34778476887754,18.881581698468622,259.30028665985765,212.29757120053588,154.32463658790434,97.66164556540463,53.88306312312525,26.119241382996005,165.98638801746057,137.6591508596423,102.49467489453097,67.17487679555028,38.34778476887754,18.881581698468622,259.30028665985765,212.29757120053588,154.32463658790434,97.66164556540463,53.88306312312525,26.119241382996005,165.98638801746057,137.6591508596423,102.49467489453097,67.17487679555028,38.34778476887754,18.881581698468622,259.30028665985765,212.29757120053588,154.32463658790434,97.66164556540463,53.88306312312525,26.119241382996005,165.98638801746057,137.6591508596423,102.49467489453097,67.17487679555028,38.34778476887754,18.881581698468622,259.30028665985765,212.29757120053588,154.32463658790434,97.66164556540463,53.88306312312525,26.119241382996005,165.98638801746057,137.6591508596423,102.49467489453097,67.17487679555028,38.34778476887754,18.881581698468622,259.30028665985765,212.29757120053588,154.32463658790434,97.66164556540463,53.88306312312525,26.119241382996005,165.98638801746057,137.6591508596423,102.49467489453097,67.17487679555028,38.34778476887754,18.881581698468622,259.30028665985765,212.29757120053588,154.32463658790434,97.66164556540463,53.88306312312525,26.119241382996005
3,2.616133333333333,0.0,-57880.23085546,-0.08430681540630758,5.253090007355562,13.2643803675622,11.538938625193,9.243409887328216,6.597287790348544,-1.4021378026211062,-2.5224344909240743,1.219902222723994,0.018917111632345884,7.366723215846622,13.2643803675622,11.538938625193,9.243409887328216,6.597287790348544,-2.794340348010233,-2.268670191160569,1.2991851075185763,0.18868194990127152,9.54571478426393,13.2643803675622,11.538938625193,9.243409887328216,6.597287790348544,-4.355102436863848,-1.7505767079906118,1.214601934966799,0.3839870183488,11.785140707525319,13.2643803675622,11.538938625193,9.243409887328216,6.597287790348544,-5.945022867885917,-1.3041265177219914,1.2777940324567123,0.5004124764790671,14.02230186497073,13.2643803675622,11.538938625193,9.243409887328216,6.597287790348544,-7.403423798238251,-1.0576297604319347,1.3893968406698314,0.6127908397184094,16.273308685753296,13.2643803675622,11.538938625193,9.243409887328216,6.597287790348544,-8.613731056095157,-1.0315603760402745,1.3683272300073626,0.6748097022816248,168.585676376544,139.29334471742555,103.22123757937594,67.32171300108085,38.230746839516684,18.770110784098957,263.42972320405005,214.74926902601513,155.15635386918902,97.47730576727618,53.334098876846554,25.693824546043853,168.585676376544,139.29334471742555,103.22123757937594,67.32171300108085,38.230746839516684,18.770110784098957,263.42972320405005,214.74926902601513,155.15635386918902,97.47730576727618,53.334098876846554,25.693824546043853,168.585676376544,139.29334471742555,103.22123757937594,67.32171300108085,38.230746839516684,18.770110784098957,263.42972320405005,214.74926902601513,155.15635386918902,97.47730576727618,53.334098876846554,25.693824546043853,168.585676376544,139.29334471742555,103.22123757937594,67.32171300108085,38.230746839516684,18.770110784098957,263.42972320405005,214.74926902601513,155.15635386918902,97.47730576727618,53.334098876846554,25.693824546043853,168.585676376544,139.29334471742555,103.22123757937594,67.32171300108085,38.230746839516684,18.770110784098957,263.42972320405005,214.74926902601513,155.15635386918902,97.47730576727618,53.334098876846554,25.693824546043853,168.585676376544,139.29334471742555,103.22123757937594,67.32171300108085,38.230746839516684,18.770110784098957,263.42972320405005,214.74926902601513,155.15635386918902,97.47730576727618,53.334098876846554,25.693824546043853
4,3.4881777777777776,0.0,-57879.92019554,0.22635310459736502,5.218644167887734,13.203927970901198,11.479809613156938,9.187594318821436,6.549178141121227,-1.3940952247584044,-2.382406111199486,0.2860986333173276,0.19175249213627116,7.305296476828128,13.203927970901198,11.479809613156938,9.187594318821436,6.549178141121227,-2.7763983548473505,-2.089926265078271,0.3996561843528707,-0.1260069927025479,9.48102241056394,13.203927970901198,11.479809613156938,9.187594318821436,6.549178141121227,-4.338735100819345,-1.5614412298517657,0.408494829106824,-0.4145603930790893,11.723739666298357,13.203927970901198,11.479809613156938,9.187594318821436,6.549178141121227,-5.937176992550801,-1.1118515453788698,0.5869357593478526,-0.7416770162572704,13.960017010870173,13.203927970901198,11.479809613156938,9.187594318821436,6.549178141121227,-7.404438085692007,-0.85996435226348,0.8005366031109028,-1.0150113144098003,16.211970648983318,13.203927970901198,11.479809613156938,9.187594318821436,6.549178141121227,-8.619051189044265,-0.8225833069791506,0.8686910364762013,-1.2923243637016355,167.08238788856406,137.99284141267574,102.23115974323932,66.67166374337614,37.7538942507958,18.346142508129123,261.13371813652924,212.76352394831233,153.50922495574437,96.14017674365529,52.136542920825335,24.60517137862349,167.08238788856406,137.99284141267574,102.23115974323932,66.67166374337614,37.7538942507958,18.346142508129123,261.13371813652924,212.76352394831233,153.50922495574437,96.14017674365529,52.136542920825335,24.60517137862349,167.08238788856406,137.99284141267574,102.23115974323932,66.67166374337614,37.7538942507958,18.346142508129123,261.13371813652924,212.76352394831233,153.50922495574437,96.14017674365529,52.136542920825335,24.60517137862349,167.08238788856406,137.99284141267574,102.23115974323932,66.67166374337614,37.7538942507958,18.346142508129123,261.13371813652924,212.76352394831233,153.50922495574437,96.14017674365529,52.136542920825335,24.60517137862349,167.08238788856406,137.99284141267574,102.23115974323932,66.67166374337614,37.7538942507958,18.346142508129123,261.13371813652924,212.76352394831233,153.50922495574437,96.14017674365529,52.136542920825335,24.60517137862349,167.08238788856406,137.99284141267574,102.23115974323932,66.67166374337614,37.7538942507958,18.346142508129123,261.13371813652924,212.76352394831233,153.50922495574437,96.14017674365529,52.136542920825335,24.60517137862349
5,4.360222222222222,0.0,-57879.94884946,0.19769918459496694,5.218644167887734,13.203927970901194,11.479809613156942,9.187594318821436,6.549178141121227,-1.3940952247584046,-2.382406111199487,0.28609863331732716,0.1917524921362725,7.305296476828128,13.203927970901194,11.479809613156942,9.187594318821436,6.549178141121227,-2.7763983548473505,-2.0899262650782715,0.3996561843528698,-0.12600699270254723,9.48102241056394,13.203927970901194,11.479809613156942,9.187594318821436,6.549178141121227,-4.338735100819345,-1.5614412298517668,0.4084948291068232,-0.4145603930790889,11.723739666298359,13.203927970901194,11.479809613156942,9.187594318821436,6.549178141121227,-5.9371769925508,-1.1118515453788704,0.5869357593478521,-0.7416770162572691,13.960017010870176,13.203927970901194,11.479809613156942,9.187594318821436,6.549178141121227,-7.404438085692007,-0.8599643522634807,0.8005366031109019,-1.0150113144098016,16.21197064898332,13.203927970901194,11.479809613156942,9.187594318821436,6.549178141121227,-8.619051189044265,-0.8225833069791515,0.8686910364762013,-1.292324363701636,167.07986826975682,137.988588580543,102.22490349993326,66.6642640135395,37.747386971958406,18.341780149077618,261.12553597840827,212.7507420539249,153.49259839656582,96.12340983300126,52.124255815714946,24.598574369300337,167.07986826975682,137.988588580543,102.22490349993326,66.6642640135395,37.747386971958406,18.341780149077618,261.12553597840827,212.7507420539249,153.49259839656582,96.12340983300126,52.124255815714946,24.598574369300337,167.07986826975682,137.988588580543,102.22490349993326,66.6642640135395,37.747386971958406,18.341780149077618,261.12553597840827,212.7507420539249,153.49259839656582,96.12340983300126,52.124255815714946,24.598574369300337,167.07986826975682,137.988588580543,102.22490349993326,66.6642640135395,37.747386971958406,18.341780149077618,261.12553597840827,212.7507420539249,153.49259839656582,96.12340983300126,52.124255815714946,24.598574369300337,167.07986826975682,137.988588580543,102.22490349993326,66.6642640135395,37.747386971958406,18.341780149077618,261.12553597840827,212.7507420539249,153.49259839656582,96.12340983300126,52.124255815714946,24.598574369300337,167.07986826975682,137.988588580543,102.22490349993326,66.6642640135395,37.747386971958406,18.341780149077618,261.12553597840827,212.7507420539249,153.49259839656582,96.12340983300126,52.124255815714946,24.598574369300337
6,5.232266666666666,0.0,-57880.23186701,-0.08531836540350923,5.2530900073555635,13.264380367562202,11.538938625193003,9.243409887328214,6.5972877903485445,-1.402137802621107,-2.522434490924075,1.2199022227239924,0.01891711163234755,7.3667232158466245,13.264380367562202,11.538938625193003,9.243409887328214,6.5972877903485445,-2.794340348010233,-2.2686701911605702,1.2991851075185754,0.18868194990127163,9.545714784263934,13.264380367562202,11.538938625193003,9.243409887328214,6.5972877903485445,-4.355102436863847,-1.7505767079906132,1.2146019349667976,0.38398701834879934,11.785140707525322,13.264380367562202,11.538938625193003,9.243409887328214,6.5972877903485445,-5.945022867885917,-1.3041265177219934,1.2777940324567136,0.5004124764790651,14.022301864970727,13.264380367562202,11.538938625193003,9.243409887328214,6.5972877903485445,-7.4034237982382525,-1.0576297604319371,1.3893968406698336,0.6127908397184079,16.273308685753292,13.264380367562202,11.538938625193003,9.243409887328214,6.5972877903485445,-8.613731056095157,-1.0315603760402772,1.3683272300073643,0.6748097022816194,168.60915153525562,139.33332718014807,103.2780131426245,67.38305948684447,38.2818143375428,18.804381058652783,263.46454949407297,214.8101409890219,155.24197398894952,97.56207731796722,53.39542340086089,25.73449075258614,168.60915153525562,139.33332718014807,103.2780131426245,67.38305948684447,38.2818143375428,18.804381058652783,263.46454949407297,214.8101409890219,155.24197398894952,97.56207731796722,53.39542340086089,25.73449075258614,168.60915153525562,139.33332718014807,103.2780131426245,67.38305948684447,38.2818143375428,18.804381058652783,263.46454949407297,214.8101409890219,155.24197398894952,97.56207731796722,53.39542340086089,25.73449075258614,168.60915153525562,139.33332718014807,103.2780131426245,67.38305948684447,38.2818143375428,18.804381058652783,263.46454949407297,214.8101409890219,155.24197398894952,97.56207731796722,53.39542340086089,25.73449075258614,168.60915153525562,139.33332718014807,103.2780131426245,67.38305948684447,38.2818143375428,18.804381058652783,263.46454949407297,214.8101409890219,155.24197398894952,97.56207731796722,53.39542340086089,25.73449075258614,168.60915153525562,139.33332718014807,103.2780131426245,67.38305948684447,38.2818143375428,18.804381058652783,263.46454949407297,214.8101409890219,155.24197398894952,97.56207731796722,53.39542340086089,25.73449075258614
7,6.104311111111111,0.0,-57880.222002,-0.07545335540635278,5.154413469899378,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-1.3467175643799703,-2.515340143172648,1.4112895478502823,0.04643120120651001,7.247118175012103,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-2.7309562074006646,-2.2472718406281302,1.4311473435196334,0.3984983412310971,9.412835545715824,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-4.291464702840014,-1.7030273110532936,1.2717874108581086,0.7766341752893702,11.640933152966038,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-5.881317842811954,-1.2271674210910244,1.252094094003947,1.0616240357646305,13.876825099408247,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-7.340977638976414,-0.9620639636809518,1.2904924520870165,1.3328973501136256,16.128076092638082,13.12589446424289,11.407179414173228,9.124970961977054,6.50251093716905,-8.554964223255821,-0.9231831936105104,1.2095840055051241,1.5407302822594084,165.99492241098892,137.67300322993978,102.51378833211542,67.19576404222848,38.365206990158576,18.89327887159847,259.3275990845332,212.33915400791201,154.375956449515,97.70922812164298,53.915707163221626,26.137113319753244,165.99492241098892,137.67300322993978,102.51378833211542,67.19576404222848,38.365206990158576,18.89327887159847,259.3275990845332,212.33915400791201,154.375956449515,97.70922812164298,53.915707163221626,26.137113319753244,165.99492241098892,137.67300322993978,102.51378833211542,67.19576404222848,38.365206990158576,18.89327887159847,259.3275990845332,212.33915400791201,154.375956449515,97.70922812164298,53.915707163221626,26.137113319753244,165.99492241098892,137.67300322993978,102.51378833211542,67.19576404222848,38.365206990158576,18.89327887159847,259.3275990845332,212.33915400791201,154.375956449515,97.70922812164298,53.915707163221626,26.137113319753244,165.99492241098892,137.67300322993978,102.51378833211542,67.19576404222848,38.365206990158576,18.89327887159847,259.3275990845332,212.33915400791201,154.375956449515,97.70922812164298,53.915707163221626,26.137113319753244,165.99492241098892,137.67300322993978,102.51378833211542,67.19576404222848,38.365206990158576,18.89327887159847,259.3275990845332,212.33915400791201,154.375956449515,97.70922812164298,53.915707163221626,26.137113319753244
8,6.976355555555555,0.0,-57880.14278331,0.0037653345934813842,5.275496184662819,13.290598692470935,11.563360228325605,9.264485507371395,6.612994067423205,-1.4194397163019532,-2.4731560228790412,0.7947287252499636,0.030752158648435418,7.386476558284778,13.290598692470935,11.563360228325605,9.264485507371395,6.612994067423205,-2.8100241354917856,-2.2130699920724703,0.91801376662653,-0.06836428133762484,9.568905141708441,13.290598692470935,11.563360228325605,9.264485507371395,6.612994067423205,-4.371192823639682,-1.701348397833731,0.8993527811705723,-0.1298460416695482,11.812953268145218,13.290598692470935,11.563360228325605,9.264485507371395,6.612994067423205,-5.964031038460671,-1.264022403205034,1.0371240113309113,-0.24580714417448762,14.050060630491924,13.290598692470935,11.563360228325605,9.264485507371395,6.612994067423205,-7.425002185895475,-1.0224004162516356,1.2135338050892268,-0.33640249593304594,16.30146369424271,13.290598692470935,11.563360228325605,9.264485507371395,6.612994067423205,-8.635260052763103,-0.997135086086182,1.2467163357371058,-0.45367294971374483,169.04957481488287,139.55838995536055,103.34324854121874,67.37126923017554,38.19041328391832,18.689042011437973,264.246482543211,215.20494318279947,155.25280544817937,97.30060740705044,52.948120085618385,25.276715040121946,169.04957481488287,139.55838995536055,103.34324854121874,67.37126923017554,38.19041328391832,18.689042011437973,264.246482543211,215.20494318279947,155.25280544817937,97.30060740705044,52.948120085618385,25.276715040121946,169.04957481488287,139.55838995536055,103.34324854121874,67.37126923017554,38.19041328391832,18.689042011437973,264.246482543211,215.20494318279947,155.25280544817937,97.30060740705044,52.948120085618385,25.276715040121946,169.04957481488287,139.55838995536055,103.34324854121874,67.37126923017554,38.19041328391832,18.689042011437973,264.246482543211,215.20494318279947,155.25280544817937,97.30060740705044,52.948120085618385,25.276715040121946,169.04957481488287,139.55838995536055,103.34324854121874,67.37126923017554,38.19041328391832,18.689042011437973,264.246482543211,215.20494318279947,155.25280544817937,97.30060740705044,52.948120085618385,25.276715040121946,169.04957481488287,139.55838995536055,103.34324854121874,67.37126923017554,38.19041328391832,18.689042011437973,264.246482543211,215.20494318279947,155.25280544817937,97.30060740705044,52.948120085618385,25.276715040121946
9,7.8484,0.0,-57879.77504173,0.3715069145982852,5.0799818415200475,13.006275767164123,11.290371863519496,9.014904442626358,6.407652382907764,-1.3270543731427986,-2.266723632905409,-0.11106162137124434,0.4489965785270942,7.126421659332385,13.006275767164123,11.290371863519496,9.014904442626358,6.407652382907764,-2.698747333802629,-1.9180644250082544,-0.0775888755250497,0.09272206590379783,9.28454817747233,13.006275767164123,11.290371863519496,9.014904442626358,6.407652382907764,-4.261287196226728,-1.3540270384281632,-0.0969126191023143,-0.2826493234380345,11.519878573737623,13.006275767164123,11.290371863519496,9.014904442626358,6.407652382907764,-5.866146730679265,-0.8753028004386495,0.07304553486978707,-0.709364648702419,13.754301186963563,13.006275767164123,11.290371863519496,9.014904442626358,6.407652382907764,-7.341904388628257,-0.6010310760120698,0.2847272610295511,-1.0761801371635542,16.006310912860116,13.006275767164123,11.290371863519496,9.014904442626358,6.407652382907764,-8.564601211995608,-0.5415764326428336,0.35986050393738866,-1.4376195434778833,162.7822373216916,134.67481767213607,99.9322721966583,65.25155343509756,36.95408963575103,17.849174737979123,254.21985782966644,207.51610755472498,149.97557767663454,94.02735333471317,50.94705816246388,23.834242641284135,162.7822373216916,134.67481767213607,99.9322721966583,65.25155343509756,36.95408963575103,17.849174737979123,254.21985782966644,207.51610755472498,149.97557767663454,94.02735333471317,50.94705816246388,23.834242641284135,162.7822373216916,134.67481767213607,99.9322721966583,65.25155343509756,36.95408963575103,17.849174737979123,254.21985782966644,207.51610755472498,149.97557767663454,94.02735333471317,50.94705816246388,23.834242641284135,162.7822373216916,134.67481767213607,99.9322721966583,65.25155343509756,36.95408963575103,17.849174737979123,254.21985782966644,207.51610755472498,149.97557767663454,94.02735333471317,50.94705816246388,23.834242641284135,162.7822373216916,134.67481767213607,99.9322721966583,65.25155343509756,36.95408963575103,17.849174737979123,254.21985782966644,207.51610755472498,149.97557767663454,94.02735333471317,50.94705816246388,23.834242641284135,162.7822373216916,134.67481767213607,99.9322721966583,65.25155343509756,36.95408963575103,17.849174737979123,254.21985782966644,207.51610755472498,149.97557767663454,94.02735333471317,50.94705816246388,23.834242641284135
