X,Y,SCF,SCFshift,G1 - r= 7,G2-0 R_cut = 7,G2-1 R_cut = 7,G2-2 R_cut = 7,G2-3 R_cut = 7,G3-0 R_cut = 7,G3-1 R_cut = 7,G3-2 R_cut = 7,G3-3 R_cut = 7,G1 - r= 8,G2-0 R_cut = 8,G2-1 R_cut = 8,G2-2 R_cut = 8,G2-3 R_cut = 8,G3-0 R_cut = 8,G3-1 R_cut = 8,G3-2 R_cut = 8,G3-3 R_cut = 8,G1 - r= 9,G2-0 R_cut = 9,G2-1 R_cut = 9,G2-2 R_cut = 9,G2-3 R_cut = 9,G3-0 R_cut = 9,G3-1 R_cut = 9,G3-2 R_cut = 9,G3-3 R_cut = 9,G1 - r= 10,G2-0 R_cut = 10,G2-1 R_cut = 10,G2-2 R_cut = 10,G2-3 R_cut = 10,G3-0 R_cut = 10,G3-1 R_cut = 10,G3-2 R_cut = 10,G3-3 R_cut = 10,G1 - r= 11,G2-0 R_cut = 11,G2-1 R_cut = 11,G2-2 R_cut = 11,G2-3 R_cut = 11,G3-0 R_cut = 11,G3-1 R_cut = 11,G3-2 R_cut = 11,G3-3 R_cut = 11,G1 - r= 12,G2-0 R_cut = 12,G2-1 R_cut = 12,G2-2 R_cut = 12,G2-3 R_cut = 12,G3-0 R_cut = 12,G3-1 R_cut = 12,G3-2 R_cut = 12,G3-3 R_cut = 12,G4-0  R_cut = 7,G4-1  R_cut = 7,G4-2  R_cut = 7,G4-3  R_cut = 7,G4-4  R_cut = 7,G4-5  R_cut = 7,G5-0  R_cut = 7,G5-1  R_cut = 7,G5-2  R_cut = 7,G5-3  R_cut = 7,G5-4  R_cut = 7,G5-5  R_cut = 7,G4-0  R_cut = 8,G4-1  R_cut = 8,G4-2  R_cut = 8,G4-3  R_cut = 8,G4-4  R_cut = 8,G4-5  R_cut = 8,G5-0  R_cut = 8,G5-1  R_cut = 8,G5-2  R_cut = 8,G5-3  R_cut = 8,G5-4  R_cut = 8,G5-5  R_cut = 8,G4-0  R_cut = 9,G4-1  R_cut = 9,G4-2  R_cut = 9,G4-3  R_cut = 9,G4-4  R_cut = 9,G4-5  R_cut = 9,G5-0  R_cut = 9,G5-1  R_cut = 9,G5-2  R_cut = 9,G5-3  R_cut = 9,G5-4  R_cut = 9,G5-5  R_cut = 9,G4-0  R_cut = 10,G4-1  R_cut = 10,G4-2  R_cut = 10,G4-3  R_cut = 10,G4-4  R_cut = 10,G4-5  R_cut = 10,G5-0  R_cut = 10,G5-1  R_cut = 10,G5-2  R_cut = 10,G5-3  R_cut = 10,G5-4  R_cut = 10,G5-5  R_cut = 10,G4-0  R_cut = 11,G4-1  R_cut = 11,G4-2  R_cut = 11,G4-3  R_cut = 11,G4-4  R_cut = 11,G4-5  R_cut = 11,G5-0  R_cut = 11,G5-1  R_cut = 11,G5-2  R_cut = 11,G5-3  R_cut = 11,G5-4  R_cut = 11,G5-5  R_cut = 11,G4-0  R_cut = 12,G4-1  R_cut = 12,G4-2  R_cut = 12,G4-3  R_cut = 12,G4-4  R_cut = 12,G4-5  R_cut = 12,G5-0  R_cut = 12,G5-1  R_cut = 12,G5-2  R_cut = 12,G5-3  R_cut = 12,G5-4  R_cut = 12,G5-5  R_cut = 12
0.0,0.0,-4270.69559474,0.011849262812575034,1.4843799476770672,0.24295091530728335,1.6051608478603727,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-0.6718671493537508,-0.8761725027843241,1.4650219214556328,-0.45003795204840846,1.9835697404863049,0.540345906659754,2.7810157313204495,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-0.9158890988064754,-1.1242470082368785,1.919262147724699,-0.6193909205057566,2.578655428944637,0.9027356929542947,4.08816254550455,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-1.2771910670253162,-1.23856729403348,2.3110507159233697,-0.8914114307361068,3.218055451177105,1.295910713042748,5.506637822105035,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-1.6738401570474373,-1.3129554096435223,2.6439296473423473,-1.1584729203729784,3.9452101489255367,1.7499740766917056,7.144385165487192,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-2.0572245816969574,-1.4823867764241618,2.930994558173917,-1.2818449814608326,4.724930106665671,2.2718654251907626,8.97601710231003,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-2.3707035223178834,-1.6938877907316467,3.152966590822623,-1.3536819465399879,8.935276936407135,7.178459694966064,4.919334097827344,2.7488245513799865,1.334816602055088,0.6191303143244438,16.635025504492646,12.913335226234077,8.592905160913752,4.612682194781488,2.0989179561756077,0.9223910568318568,8.935276936407135,7.178459694966064,4.919334097827344,2.7488245513799865,1.334816602055088,0.6191303143244438,16.635025504492646,12.913335226234077,8.592905160913752,4.612682194781488,2.0989179561756077,0.9223910568318568,8.935276936407135,7.178459694966064,4.919334097827344,2.7488245513799865,1.334816602055088,0.6191303143244438,16.635025504492646,12.913335226234077,8.592905160913752,4.612682194781488,2.0989179561756077,0.9223910568318568,8.935276936407135,7.178459694966064,4.919334097827344,2.7488245513799865,1.334816602055088,0.6191303143244438,16.635025504492646,12.913335226234077,8.592905160913752,4.612682194781488,2.0989179561756077,0.9223910568318568,8.935276936407135,7.178459694966064,4.919334097827344,2.7488245513799865,1.334816602055088,0.6191303143244438,16.635025504492646,12.913335226234077,8.592905160913752,4.612682194781488,2.0989179561756077,0.9223910568318568
0.0,1.1179142857142859,-4270.70349539,0.003948612812564534,1.3994682383945396,0.27598521837111795,1.7994590085522577,3.6530945480654813,3.1293106657261887,2.457657918084696,1.7142684622123943,-0.5842640666082567,-0.7870153173557237,0.9984399329507287,-0.040523191258821756,1.8946798098849063,0.6256463861067205,3.038554549711706,3.6530945480654813,3.1293106657261887,2.457657918084696,1.7142684622123943,-0.8523100336171591,-0.9358562285346582,1.3109984307295675,-0.20104227485604287,2.474901611926699,1.0159228578289086,4.387198829423502,3.6530945480654813,3.1293106657261887,2.457657918084696,1.7142684622123943,-1.220295473651514,-0.9849029363061265,1.5995265584407572,-0.4549162656908278,3.1088588705413267,1.4244137169294775,5.834319907952247,3.6530945480654813,3.1293106657261887,2.457657918084696,1.7142684622123943,-1.6258081216998932,-1.0178761588479914,1.8790539168728106,-0.7259427433598973,3.828976263510921,1.8984282824813992,7.504403323701414,3.6530945480654813,3.1293106657261887,2.457657918084696,1.7142684622123943,-2.0142521857979934,-1.1510713877403898,2.128469385888663,-0.8817946544138444,4.604999754944265,2.434961212188635,9.356658104549748,3.6530945480654813,3.1293106657261887,2.457657918084696,1.7142684622123943,-2.3316871804095474,-1.340103762519961,2.317199555202857,-0.9890624950013542,8.539203797986177,6.933343704002445,4.833624249855194,2.77465019342106,1.3811937291426206,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828862,2.1826905576005626,0.9884625481174034,8.539203797986177,6.933343704002445,4.833624249855194,2.77465019342106,1.3811937291426206,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828862,2.1826905576005626,0.9884625481174034,8.539203797986177,6.933343704002445,4.833624249855194,2.77465019342106,1.3811937291426206,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828862,2.1826905576005626,0.9884625481174034,8.539203797986177,6.933343704002445,4.833624249855194,2.77465019342106,1.3811937291426206,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828862,2.1826905576005626,0.9884625481174034,8.539203797986177,6.933343704002445,4.833624249855194,2.77465019342106,1.3811937291426206,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828862,2.1826905576005626,0.9884625481174034
0.0,2.2358285714285717,-4270.70760102,-0.00015701718712080037,1.3000003207515909,0.28280004906170614,1.829996327563783,3.5187102814007556,3.003451581404599,2.3461246950817785,1.6261901315806235,-0.49783493751112184,-0.7331496074123747,0.6681762152597767,0.35157880244554063,1.7902978129344969,0.6444895083883126,3.0593067836640695,3.5187102814007556,3.003451581404599,2.3461246950817785,1.6261901315806235,-0.7865720200637669,-0.7921398426918984,0.8311839234345931,0.29384400481189304,2.3505446516239656,1.039938620169405,4.403750538688924,3.5187102814007556,3.003451581404599,2.3461246950817785,1.6261901315806235,-1.1586276005045375,-0.7715993643188919,0.986597205225157,0.15370661327308804,2.9773902122253966,1.4509299343285387,5.849470326023331,3.5187102814007556,3.003451581404599,2.3461246950817785,1.6261901315806235,-1.5706845647769059,-0.7616327199382529,1.182903089296619,-0.028522323796904336,3.6876097447204064,1.9294208706512588,7.517333344108194,3.5187102814007556,3.003451581404599,2.3461246950817785,1.6261901315806235,-1.96345798552756,-0.855212518362509,1.3727914269367445,-0.13770156175682735,4.4586752244612295,2.4686929901000205,9.367493229671274,3.5187102814007556,3.003451581404599,2.3461246950817785,1.6261901315806235,-2.2834755687439428,-1.0186300975514988,1.5078103319155107,-0.21805012783017874,8.053246168022739,6.620390094392154,4.708334669985944,2.780879078099164,1.415051481601856,0.6813657112247967,14.985554466595401,11.929794698555488,8.238127008887737,4.676063600673133,2.249087461521349,1.0281477783673707,8.053246168022739,6.620390094392154,4.708334669985944,2.780879078099164,1.415051481601856,0.6813657112247967,14.985554466595401,11.929794698555488,8.238127008887737,4.676063600673133,2.249087461521349,1.0281477783673707,8.053246168022739,6.620390094392154,4.708334669985944,2.780879078099164,1.415051481601856,0.6813657112247967,14.985554466595401,11.929794698555488,8.238127008887737,4.676063600673133,2.249087461521349,1.0281477783673707,8.053246168022739,6.620390094392154,4.708334669985944,2.780879078099164,1.415051481601856,0.6813657112247967,14.985554466595401,11.929794698555488,8.238127008887737,4.676063600673133,2.249087461521349,1.0281477783673707,8.053246168022739,6.620390094392154,4.708334669985944,2.780879078099164,1.415051481601856,0.6813657112247967,14.985554466595401,11.929794698555488,8.238127008887737,4.676063600673133,2.249087461521349,1.0281477783673707
0.0,3.3537428571428576,-4270.69810227,0.009341732812572445,1.4626870791115603,0.26331662286161533,1.7206920607834695,3.7358510704185606,3.207040520159781,2.526757384733183,1.7687021442261723,-0.6482786062924749,-0.8487258416537564,1.3280169221539542,-0.3437028611342244,1.9608658688248952,0.5897771650737338,2.94346143003146,3.7358510704185606,3.207040520159781,2.526757384733183,1.7687021442261723,-0.8989718342550475,-1.0696330825474458,1.745813970098329,-0.5204370814499365,2.5523426921809755,0.9693827988072843,4.279886158412672,3.7358510704185606,3.207040520159781,2.526757384733183,1.7687021442261723,-1.2622772738750747,-1.166861898825199,2.1130131151066385,-0.7970818404280455,3.190402700599805,1.3719546209149842,5.717958609900075,3.7358510704185606,3.207040520159781,2.526757384733183,1.7687021442261723,-1.6614675167920225,-1.2303252769446715,2.434413040084665,-1.0738766122627725,3.915871709820637,1.8378181430357081,7.378553567418621,3.7358510704185606,3.207040520159781,2.526757384733183,1.7687021442261723,-2.0462649677520965,-1.3903659752006339,2.7134729051349313,-1.2130314836623568,4.694689970880891,2.368750186156237,9.22471808059976,3.7358510704185606,3.207040520159781,2.526757384733183,1.7687021442261723,-2.360901689083138,-1.5961264189603341,2.928429042893117,-1.299862764120995,8.83567489004376,7.117598775169443,4.899038165534842,2.7571118204899068,1.3482704831643575,0.6316448014398731,16.448693654990727,12.807819623655362,8.55974175058981,4.62779680551691,2.122747582779825,0.9422272370837494,8.83567489004376,7.117598775169443,4.899038165534842,2.7571118204899068,1.3482704831643575,0.6316448014398731,16.448693654990727,12.807819623655362,8.55974175058981,4.62779680551691,2.122747582779825,0.9422272370837494,8.83567489004376,7.117598775169443,4.899038165534842,2.7571118204899068,1.3482704831643575,0.6316448014398731,16.448693654990727,12.807819623655362,8.55974175058981,4.62779680551691,2.122747582779825,0.9422272370837494,8.83567489004376,7.117598775169443,4.899038165534842,2.7571118204899068,1.3482704831643575,0.6316448014398731,16.448693654990727,12.807819623655362,8.55974175058981,4.62779680551691,2.122747582779825,0.9422272370837494,8.83567489004376,7.117598775169443,4.899038165534842,2.7571118204899068,1.3482704831643575,0.6316448014398731,16.448693654990727,12.807819623655362,8.55974175058981,4.62779680551691,2.122747582779825,0.9422272370837494
0.0,4.471657142857143,-4270.69810072,0.009343282812551479,1.4626991374044012,0.2633119542111164,1.7206643627398521,3.7358666760087713,3.2070551937605143,2.526770444285679,1.768712420462195,-0.6482914882194705,-0.8487401417303488,1.3280895715246004,-0.3437620956346616,1.960878490187309,0.5897650222314437,2.943424911724057,3.7358666760087713,3.2070551937605143,2.526770444285679,1.768712420462195,-0.8989811086831045,-1.0696621506667636,1.745906909466997,-0.5204942556465895,2.552357354330504,0.9693668028907014,4.279843890733541,3.7358666760087713,3.2070551937605143,2.526770444285679,1.768712420462195,-1.2622854914377588,-1.1669003957045545,2.1131201296865223,-0.7971383754896483,3.1904181169371553,1.3719364810713386,5.717912282170087,3.7358666760087713,3.2070551937605143,2.526770444285679,1.768712420462195,-1.661474373880987,-1.230369786540591,2.434526889921287,-1.0739295181818398,3.9158880837970935,1.8377972156848135,7.378502847372426,3.7358666760087713,3.2070551937605143,2.526770444285679,1.768712420462195,-2.0462710624000673,-1.3904156851438874,2.713591546091388,-1.2130771196014445,4.694706853928153,2.3687272337768297,9.224664536896732,3.7358666760087713,3.2070551937605143,2.526770444285679,1.768712420462195,-2.3609071677795264,-1.5961793237040633,2.928551892195106,-1.2999012515105859,8.835730553248442,7.117632927265031,4.899049731112697,2.7571075279575803,1.348263315434371,0.6316382402647017,16.448797774172554,12.807878982038284,8.559760735598315,4.627788934496177,2.1227348022711965,0.9422167745689485,8.835730553248442,7.117632927265031,4.899049731112697,2.7571075279575803,1.348263315434371,0.6316382402647017,16.448797774172554,12.807878982038284,8.559760735598315,4.627788934496177,2.1227348022711965,0.9422167745689485,8.835730553248442,7.117632927265031,4.899049731112697,2.7571075279575803,1.348263315434371,0.6316382402647017,16.448797774172554,12.807878982038284,8.559760735598315,4.627788934496177,2.1227348022711965,0.9422167745689485,8.835730553248442,7.117632927265031,4.899049731112697,2.7571075279575803,1.348263315434371,0.6316382402647017,16.448797774172554,12.807878982038284,8.559760735598315,4.627788934496177,2.1227348022711965,0.9422167745689485,8.835730553248442,7.117632927265031,4.899049731112697,2.7571075279575803,1.348263315434371,0.6316382402647017,16.448797774172554,12.807878982038284,8.559760735598315,4.627788934496177,2.1227348022711965,0.9422167745689485
0.0,5.589571428571429,-4270.70760038,-0.00015637718752259389,1.300032504123857,0.2827990458280208,1.8299953386146928,3.518754670414708,3.0034930796236585,2.346161395837556,1.6262191500860268,-0.49786006991021325,-0.733160530513959,0.668249915613655,0.3514768528520766,1.7903320798209523,0.6444868288018825,3.059311613610156,3.518754670414708,3.0034930796236585,2.346161395837556,1.6262191500860268,-0.7865920819858687,-0.7921749424830682,0.8313011589192345,0.29369932023424317,2.350585429278369,1.0399352100037258,4.403758849696496,3.518754670414708,3.0034930796236585,2.346161395837556,1.6262191500860268,-1.1586467031397496,-0.7716554388637996,0.9867569645351191,0.15351572666160074,2.977433432799229,1.4509262127280584,5.849480437641331,3.518754670414708,3.0034930796236585,2.346161395837556,1.6262191500860268,-1.5707022500168843,-0.7617015343994937,1.183091799808076,-0.028753372828790535,3.6876564907845735,1.9294165003308477,7.517345659126852,3.518754670414708,3.0034930796236585,2.346161395837556,1.6262191500860268,-1.9634745456570748,-0.855293447695533,1.3730008654873929,-0.13795916631057215,4.458723697049981,2.468688238824467,9.36750734429273,3.518754670414708,3.0034930796236585,2.346161395837556,1.6262191500860268,-2.283491669626482,-1.0187190535402866,1.5080387227497927,-0.21832594137039313,8.053407405357266,6.620496267253401,4.708380167588574,2.780881534954178,1.41504388661694,0.681362970537388,14.985856044793588,11.929984521543437,8.23820509073645,4.676066214063626,2.2490713456026636,1.0281408590862413,8.053407405357266,6.620496267253401,4.708380167588574,2.780881534954178,1.41504388661694,0.681362970537388,14.985856044793588,11.929984521543437,8.23820509073645,4.676066214063626,2.2490713456026636,1.0281408590862413,8.053407405357266,6.620496267253401,4.708380167588574,2.780881534954178,1.41504388661694,0.681362970537388,14.985856044793588,11.929984521543437,8.23820509073645,4.676066214063626,2.2490713456026636,1.0281408590862413,8.053407405357266,6.620496267253401,4.708380167588574,2.780881534954178,1.41504388661694,0.681362970537388,14.985856044793588,11.929984521543437,8.23820509073645,4.676066214063626,2.2490713456026636,1.0281408590862413,8.053407405357266,6.620496267253401,4.708380167588574,2.780881534954178,1.41504388661694,0.681362970537388,14.985856044793588,11.929984521543437,8.23820509073645,4.676066214063626,2.2490713456026636,1.0281408590862413
0.0,6.707485714285715,-4270.70349652,0.003947482812691305,1.3994451373059267,0.27598793212318296,1.7994749571626367,3.6530639519737607,3.1292819593478898,2.457632429030887,1.714248361814896,-0.5842419632390521,-0.7869972447414916,0.9983375979844613,-0.04041734583688966,1.894655619422783,0.6256541708663886,3.0385709620730115,3.6530639519737607,3.1292819593478898,2.457632429030887,1.714248361814896,-0.8522936953782163,-0.9358138496818726,1.3108584841554312,-0.20092177629562613,2.474873098620155,1.0159328165602615,4.387216356644198,3.6530639519737607,3.1292819593478898,2.457632429030887,1.714248361814896,-1.2202805330708681,-0.9848434487592512,1.5993564445207735,-0.4547788509093854,3.1088288018969044,1.4244248457559796,5.834338476177714,3.6530639519737607,3.1292819593478898,2.457632429030887,1.714248361814896,-1.6257951912299498,-1.0178059382294875,1.8788665446286958,-0.7257948534366707,3.8289441138613984,1.898441192773118,7.50442287188834,3.6530639519737607,3.1292819593478898,2.457632429030887,1.714248361814896,-2.014240460033439,-1.1509915429348894,2.1282697171144602,-0.8816454919646309,4.604966536382394,2.4349752838594294,9.356678255984663,3.6530639519737607,3.1292819593478898,2.457632429030887,1.714248361814896,-2.3316763171539012,-1.3400178346344982,2.316988934328747,-0.988914894413631,8.539093742840022,6.9332743989931656,4.833598487118244,2.774654742578978,1.3812040879270737,0.6600066076187147,15.894066869963071,12.485273765398851,8.451027109987054,4.660659549960167,2.1827099006573154,0.9884763262612223,8.539093742840022,6.9332743989931656,4.833598487118244,2.774654742578978,1.3812040879270737,0.6600066076187147,15.894066869963071,12.485273765398851,8.451027109987054,4.660659549960167,2.1827099006573154,0.9884763262612223,8.539093742840022,6.9332743989931656,4.833598487118244,2.774654742578978,1.3812040879270737,0.6600066076187147,15.894066869963071,12.485273765398851,8.451027109987054,4.660659549960167,2.1827099006573154,0.9884763262612223,8.539093742840022,6.9332743989931656,4.833598487118244,2.774654742578978,1.3812040879270737,0.6600066076187147,15.894066869963071,12.485273765398851,8.451027109987054,4.660659549960167,2.1827099006573154,0.9884763262612223,8.539093742840022,6.9332743989931656,4.833598487118244,2.774654742578978,1.3812040879270737,0.6600066076187147,15.894066869963071,12.485273765398851,8.451027109987054,4.660659549960167,2.1827099006573154,0.9884763262612223
0.0,7.825400000000001,-4270.69559474,0.011849262812575034,1.4843799476770676,0.24295091530728324,1.6051608478603723,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-0.6718671493537508,-0.8761725027843245,1.465021921455633,-0.4500379520484079,1.9835697404863049,0.5403459066597538,2.7810157313204487,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-0.9158890988064753,-1.124247008236879,1.9192621477246992,-0.6193909205057558,2.5786554289446375,0.9027356929542946,4.088162545504548,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-1.2771910670253157,-1.2385672940334804,2.3110507159233697,-0.891411430736106,3.2180554511771056,1.2959107130427479,5.506637822105034,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-1.6738401570474366,-1.3129554096435232,2.6439296473423473,-1.1584729203729776,3.9452101489255367,1.7499740766917056,7.14438516548719,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-2.057224581696957,-1.4823867764241627,2.9309945581739174,-1.2818449814608317,4.724930106665671,2.271865425190762,8.976017102310028,3.763819860118089,3.2333485494561236,2.5501806684673625,1.7871257822527085,-2.370703522317883,-1.6938877907316474,3.152966590822623,-1.3536819465399874,8.935276936407137,7.178459694966065,4.9193340978273445,2.7488245513799865,1.3348166020550882,0.6191303143244437,16.635025504492642,12.913335226234077,8.592905160913752,4.61268219478149,2.0989179561756086,0.9223910568318568,8.935276936407137,7.178459694966065,4.9193340978273445,2.7488245513799865,1.3348166020550882,0.6191303143244437,16.635025504492642,12.913335226234077,8.592905160913752,4.61268219478149,2.0989179561756086,0.9223910568318568,8.935276936407137,7.178459694966065,4.9193340978273445,2.7488245513799865,1.3348166020550882,0.6191303143244437,16.635025504492642,12.913335226234077,8.592905160913752,4.61268219478149,2.0989179561756086,0.9223910568318568,8.935276936407137,7.178459694966065,4.9193340978273445,2.7488245513799865,1.3348166020550882,0.6191303143244437,16.635025504492642,12.913335226234077,8.592905160913752,4.61268219478149,2.0989179561756086,0.9223910568318568,8.935276936407137,7.178459694966065,4.9193340978273445,2.7488245513799865,1.3348166020550882,0.6191303143244437,16.635025504492642,12.913335226234077,8.592905160913752,4.61268219478149,2.0989179561756086,0.9223910568318568
1.1179142857142859,0.0,-4270.70349561,0.003948392813072132,1.3994682383945396,0.27598521837111795,1.7994590085522577,3.653094548065482,3.1293106657261887,2.457657918084696,1.7142684622123943,-0.5842640666082568,-0.7870153173557237,0.9984399329507289,-0.040523191258821756,1.8946798098849063,0.6256463861067205,3.038554549711707,3.653094548065482,3.1293106657261887,2.457657918084696,1.7142684622123943,-0.8523100336171591,-0.9358562285346582,1.3109984307295675,-0.2010422748560428,2.474901611926699,1.0159228578289086,4.387198829423502,3.653094548065482,3.1293106657261887,2.457657918084696,1.7142684622123943,-1.2202954736515137,-0.9849029363061266,1.5995265584407572,-0.4549162656908279,3.1088588705413267,1.4244137169294777,5.834319907952247,3.653094548065482,3.1293106657261887,2.457657918084696,1.7142684622123943,-1.6258081216998932,-1.0178761588479914,1.8790539168728106,-0.7259427433598973,3.828976263510921,1.8984282824813992,7.504403323701413,3.653094548065482,3.1293106657261887,2.457657918084696,1.7142684622123943,-2.0142521857979934,-1.1510713877403898,2.128469385888663,-0.8817946544138444,4.604999754944265,2.434961212188635,9.356658104549746,3.653094548065482,3.1293106657261887,2.457657918084696,1.7142684622123943,-2.331687180409547,-1.3401037625199608,2.3171995552028575,-0.9890624950013542,8.539203797986179,6.9333437040024455,4.833624249855193,2.77465019342106,1.3811937291426208,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828863,2.182690557600563,0.9884625481174034,8.539203797986179,6.9333437040024455,4.833624249855193,2.77465019342106,1.3811937291426208,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828863,2.182690557600563,0.9884625481174034,8.539203797986179,6.9333437040024455,4.833624249855193,2.77465019342106,1.3811937291426208,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828863,2.182690557600563,0.9884625481174034,8.539203797986179,6.9333437040024455,4.833624249855193,2.77465019342106,1.3811937291426208,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828863,2.182690557600563,0.9884625481174034,8.539203797986179,6.9333437040024455,4.833624249855193,2.77465019342106,1.3811937291426208,0.6599984350012923,15.894272650395257,12.485395793688419,8.45107034516213,4.660650698828863,2.182690557600563,0.9884625481174034
1.1179142857142859,1.1179142857142859,-4270.71312017,-0.005676167187630199,1.3194366962652142,0.3177787790314734,2.0074698690824313,3.545323510078265,3.028404634016587,2.368384210268072,1.6443615211781624,-0.5047271045264389,-0.6863719740496599,0.6534006975056125,0.011612264259255517,1.8097512618371772,0.7261669483647115,3.298824637033797,3.545323510078265,3.028404634016587,2.368384210268072,1.6443615211781624,-0.7917825723823448,-0.7584661402092042,0.8709189145866099,-0.141308672669122,2.375008301562296,1.1412852037537506,4.699125846750578,3.545323510078265,3.028404634016587,2.368384210268072,1.6443615211781624,-1.1652839008543625,-0.7522535648142898,1.0812422708477196,-0.3703942711556566,3.0032951554533343,1.5616498927298335,6.16881314383195,3.545323510078265,3.028404634016587,2.368384210268072,1.6443615211781624,-1.5774110082531607,-0.7509336043101142,1.316718698734348,-0.6245131794324245,3.7158321494858475,2.057781496449052,7.872906540579583,3.545323510078265,3.028404634016587,2.368384210268072,1.6443615211781624,-1.9699168006657681,-0.8533347015437285,1.5351308624541402,-0.7840061394074114,4.48767125424735,2.6079406515059844,9.743928241227444,3.545323510078265,3.028404634016587,2.368384210268072,1.6443615211781624,-2.290271464205089,-1.0229260344453401,1.6950168034623476,-0.8999137954782905,8.167733678813956,6.707881678576355,4.758091638564619,2.801783074954794,1.4493892469103993,0.7528791838395725,15.189809563757214,12.0864250015162,8.328134577235891,4.718065994378168,2.3044536637489696,1.1353737267768906,8.167733678813956,6.707881678576355,4.758091638564619,2.801783074954794,1.4493892469103993,0.7528791838395725,15.189809563757214,12.0864250015162,8.328134577235891,4.718065994378168,2.3044536637489696,1.1353737267768906,8.167733678813956,6.707881678576355,4.758091638564619,2.801783074954794,1.4493892469103993,0.7528791838395725,15.189809563757214,12.0864250015162,8.328134577235891,4.718065994378168,2.3044536637489696,1.1353737267768906,8.167733678813956,6.707881678576355,4.758091638564619,2.801783074954794,1.4493892469103993,0.7528791838395725,15.189809563757214,12.0864250015162,8.328134577235891,4.718065994378168,2.3044536637489696,1.1353737267768906,8.167733678813956,6.707881678576355,4.758091638564619,2.801783074954794,1.4493892469103993,0.7528791838395725,15.189809563757214,12.0864250015162,8.328134577235891,4.718065994378168,2.3044536637489696,1.1353737267768906
